"0",""
"0","for (i in 1:100) {"
"0","  if (i %% 2 ==1) print(i)"
"0","}"
"1","[1]"
"1"," 1"
"1","
"
"1","[1]"
"1"," 3"
"1","
"
"1","[1]"
"1"," 5"
"1","
"
"1","[1]"
"1"," 7"
"1","
"
"1","[1]"
"1"," 9"
"1","
"
"1","[1]"
"1"," 11"
"1","
"
"1","[1]"
"1"," 13"
"1","
"
"1","[1]"
"1"," 15"
"1","
"
"1","[1]"
"1"," 17"
"1","
"
"1","[1]"
"1"," 19"
"1","
"
"1","[1]"
"1"," 21"
"1","
"
"1","[1]"
"1"," 23"
"1","
"
"1","[1]"
"1"," 25"
"1","
"
"1","[1]"
"1"," 27"
"1","
"
"1","[1]"
"1"," 29"
"1","
"
"1","[1]"
"1"," 31"
"1","
"
"1","[1]"
"1"," 33"
"1","
"
"1","[1]"
"1"," 35"
"1","
"
"1","[1]"
"1"," 37"
"1","
"
"1","[1]"
"1"," 39"
"1","
"
"1","[1]"
"1"," 41"
"1","
"
"1","[1]"
"1"," 43"
"1","
"
"1","[1]"
"1"," 45"
"1","
"
"1","[1]"
"1"," 47"
"1","
"
"1","[1]"
"1"," 49"
"1","
"
"1","[1]"
"1"," 51"
"1","
"
"1","[1]"
"1"," 53"
"1","
"
"1","[1]"
"1"," 55"
"1","
"
"1","[1]"
"1"," 57"
"1","
"
"1","[1]"
"1"," 59"
"1","
"
"1","[1]"
"1"," 61"
"1","
"
"1","[1]"
"1"," 63"
"1","
"
"1","[1]"
"1"," 65"
"1","
"
"1","[1]"
"1"," 67"
"1","
"
"1","[1]"
"1"," 69"
"1","
"
"1","[1]"
"1"," 71"
"1","
"
"1","[1]"
"1"," 73"
"1","
"
"1","[1]"
"1"," 75"
"1","
"
"1","[1]"
"1"," 77"
"1","
"
"1","[1]"
"1"," 79"
"1","
"
"1","[1]"
"1"," 81"
"1","
"
"1","[1]"
"1"," 83"
"1","
"
"1","[1]"
"1"," 85"
"1","
"
"1","[1]"
"1"," 87"
"1","
"
"1","[1]"
"1"," 89"
"1","
"
"1","[1]"
"1"," 91"
"1","
"
"1","[1]"
"1"," 93"
"1","
"
"1","[1]"
"1"," 95"
"1","
"
"1","[1]"
"1"," 97"
"1","
"
"1","[1]"
"1"," 99"
"1","
"
